   -5.0000000000   -4.0000000000    4.0000000000
   -1.0607689880   -3.3054072893    4.0000000000
   -1.0607689880   -3.3054072893    6.0000000000
   -5.0000000000   -4.0000000000    6.0000000000

   -5.0000000000   -4.0000000000    4.0000000000
   -3.6319017814   -0.2413295882    4.0000000000
   -3.6319017814   -0.2413295882    6.0000000000
   -5.0000000000   -4.0000000000    6.0000000000

   -5.0000000000   -4.0000000000    4.0000000000
   -7.5711327935   -0.9359222989    4.0000000000
   -7.5711327935   -0.9359222989    6.0000000000
   -5.0000000000   -4.0000000000    6.0000000000

   -5.0000000000   -4.0000000000    4.0000000000
   -8.9392310120   -4.6945927107    4.0000000000
   -8.9392310120   -4.6945927107    6.0000000000
   -5.0000000000   -4.0000000000    6.0000000000

   -5.0000000000   -4.0000000000    4.0000000000
   -6.3680982186   -7.7586704118    4.0000000000
   -6.3680982186   -7.7586704118    6.0000000000
   -5.0000000000   -4.0000000000    6.0000000000

   -5.0000000000   -4.0000000000    4.0000000000
   -2.4288672065   -7.0640777011    4.0000000000
   -2.4288672065   -7.0640777011    6.0000000000
   -5.0000000000   -4.0000000000    6.0000000000

   -5.0000000000   -4.0000000000    4.0000000000
   -1.0607689880   -3.3054072893    4.0000000000
   -1.0607689880   -3.3054072893    6.0000000000
   -5.0000000000   -4.0000000000    6.0000000000

