   96.0000000000   79.7715719695   35.5000000000
   91.0000000000   79.7715719695   37.5000000000
   91.0000000000   87.7715719695   37.5000000000
   96.0000000000   87.7715719695   35.5000000000

   96.0000000000   79.7715719695   35.5000000000
  101.0000000000   79.7715719695   37.5000000000
  101.0000000000   87.7715719695   37.5000000000
   96.0000000000   87.7715719695   35.5000000000

   96.0000000000   79.7715719695   35.5000000000
  101.0000000000   79.7715719695   33.5000000000
  101.0000000000   87.7715719695   33.5000000000
   96.0000000000   87.7715719695   35.5000000000

   96.0000000000   79.7715719695   35.5000000000
   91.0000000000   79.7715719695   33.5000000000
   91.0000000000   87.7715719695   33.5000000000
   96.0000000000   87.7715719695   35.5000000000

   96.0000000000   79.7715719695   35.5000000000
   91.0000000000   79.7715719695   37.5000000000
   91.0000000000   87.7715719695   37.5000000000
   96.0000000000   87.7715719695   35.5000000000

