   55.0000000000   84.0000000000    4.0000000000
   58.9392310120   84.6945927107    4.0000000000
   58.9392310120   84.6945927107    6.0000000000
   55.0000000000   84.0000000000    6.0000000000

   55.0000000000   84.0000000000    4.0000000000
   56.3680982186   87.7586704118    4.0000000000
   56.3680982186   87.7586704118    6.0000000000
   55.0000000000   84.0000000000    6.0000000000

   55.0000000000   84.0000000000    4.0000000000
   52.4288672065   87.0640777011    4.0000000000
   52.4288672065   87.0640777011    6.0000000000
   55.0000000000   84.0000000000    6.0000000000

   55.0000000000   84.0000000000    4.0000000000
   51.0607689880   83.3054072893    4.0000000000
   51.0607689880   83.3054072893    6.0000000000
   55.0000000000   84.0000000000    6.0000000000

   55.0000000000   84.0000000000    4.0000000000
   53.6319017814   80.2413295882    4.0000000000
   53.6319017814   80.2413295882    6.0000000000
   55.0000000000   84.0000000000    6.0000000000

   55.0000000000   84.0000000000    4.0000000000
   57.5711327935   80.9359222989    4.0000000000
   57.5711327935   80.9359222989    6.0000000000
   55.0000000000   84.0000000000    6.0000000000

   55.0000000000   84.0000000000    4.0000000000
   58.9392310120   84.6945927107    4.0000000000
   58.9392310120   84.6945927107    6.0000000000
   55.0000000000   84.0000000000    6.0000000000

