  101.0000000000   87.7715719695   37.5000000000
  102.3680805733   84.0128014864   37.5000000000
  102.3680805733   84.0128014864   39.5000000000
  101.0000000000   87.7715719695   39.5000000000

  101.0000000000   87.7715719695   37.5000000000
  104.9391355251   87.0769445044   37.5000000000
  104.9391355251   87.0769445044   39.5000000000
  101.0000000000   87.7715719695   39.5000000000

  101.0000000000   87.7715719695   37.5000000000
  103.5710549518   90.8357149876   37.5000000000
  103.5710549518   90.8357149876   39.5000000000
  101.0000000000   87.7715719695   39.5000000000

  101.0000000000   87.7715719695   37.5000000000
   99.6319194267   91.5303424526   37.5000000000
   99.6319194267   91.5303424526   39.5000000000
  101.0000000000   87.7715719695   39.5000000000

  101.0000000000   87.7715719695   37.5000000000
   97.0608644749   88.4661994346   37.5000000000
   97.0608644749   88.4661994346   39.5000000000
  101.0000000000   87.7715719695   39.5000000000

  101.0000000000   87.7715719695   37.5000000000
   98.4289450482   84.7074289514   37.5000000000
   98.4289450482   84.7074289514   39.5000000000
  101.0000000000   87.7715719695   39.5000000000

  101.0000000000   87.7715719695   37.5000000000
  102.3680805733   84.0128014864   37.5000000000
  102.3680805733   84.0128014864   39.5000000000
  101.0000000000   87.7715719695   39.5000000000

