   55.0000000000   76.0000000000    4.0000000000
   58.9392310120   75.3054072893    4.0000000000
   58.9392310120   75.3054072893    6.0000000000
   55.0000000000   76.0000000000    6.0000000000

   55.0000000000   76.0000000000    4.0000000000
   57.5711327935   79.0640777011    4.0000000000
   57.5711327935   79.0640777011    6.0000000000
   55.0000000000   76.0000000000    6.0000000000

   55.0000000000   76.0000000000    4.0000000000
   53.6319017814   79.7586704118    4.0000000000
   53.6319017814   79.7586704118    6.0000000000
   55.0000000000   76.0000000000    6.0000000000

   55.0000000000   76.0000000000    4.0000000000
   51.0607689880   76.6945927107    4.0000000000
   51.0607689880   76.6945927107    6.0000000000
   55.0000000000   76.0000000000    6.0000000000

   55.0000000000   76.0000000000    4.0000000000
   52.4288672065   72.9359222989    4.0000000000
   52.4288672065   72.9359222989    6.0000000000
   55.0000000000   76.0000000000    6.0000000000

   55.0000000000   76.0000000000    4.0000000000
   56.3680982186   72.2413295882    4.0000000000
   56.3680982186   72.2413295882    6.0000000000
   55.0000000000   76.0000000000    6.0000000000

   55.0000000000   76.0000000000    4.0000000000
   58.9392310120   75.3054072893    4.0000000000
   58.9392310120   75.3054072893    6.0000000000
   55.0000000000   76.0000000000    6.0000000000

